       flux1               flux2            flux3               flux4 
     -0.11110398E-01     0.67471979E-18    -0.32452887E-04    -0.67471979E-18
     -0.11110519E-01     0.77886365E-18    -0.30584951E-04    -0.77886365E-18
     -0.11110619E-01     0.62099537E-18    -0.28885641E-04    -0.62099537E-18
     -0.11110702E-01     0.61179011E-18    -0.27333205E-04    -0.61179011E-18
     -0.11110771E-01     0.67361637E-18    -0.25909775E-04    -0.67361637E-18
     -0.11110829E-01     0.57047918E-18    -0.24598854E-04    -0.57047918E-18
     -0.11110876E-01     0.76678769E-18    -0.23370561E-04    -0.76678769E-18
     -0.11110916E-01     0.64916546E-18    -0.22245449E-04    -0.64916546E-18
     -0.11110949E-01     0.69426503E-18    -0.21677269E-04    -0.69426503E-18
     -0.11110976E-01     0.71109706E-18    -0.21241475E-04    -0.71109706E-18
     -0.11110999E-01     0.72121718E-18    -0.20766908E-04    -0.72121718E-18
     -0.11111018E-01     0.76519711E-18    -0.20258710E-04    -0.76519711E-18
     -0.11111033E-01     0.62306370E-18    -0.19721551E-04    -0.62306370E-18
     -0.11111047E-01     0.77731353E-18    -0.19159734E-04    -0.77731353E-18
     -0.11111057E-01     0.76828615E-18    -0.18577217E-04    -0.76828615E-18
     -0.11111066E-01     0.71783775E-18    -0.17977629E-04    -0.71783775E-18
     -0.11111074E-01     0.74256091E-18    -0.17364281E-04    -0.74256091E-18
     -0.11111080E-01     0.62314900E-18    -0.16740189E-04    -0.62314900E-18
     -0.11111085E-01     0.78335164E-18    -0.16108084E-04    -0.78335164E-18
     -0.11111089E-01     0.67132803E-18    -0.15470435E-04    -0.67132803E-18
     -0.11111093E-01     0.72367388E-18    -0.14829471E-04    -0.72367388E-18
     -0.11111096E-01     0.71615795E-18    -0.14187185E-04    -0.71615795E-18
     -0.11111098E-01     0.72603767E-18    -0.13545302E-04    -0.72603767E-18
     -0.11111100E-01     0.76110032E-18    -0.12905328E-04    -0.76110032E-18
     -0.11111101E-01     0.72973642E-18    -0.12268594E-04    -0.72973642E-18
     -0.11111103E-01     0.59318983E-18    -0.11636273E-04    -0.59318983E-18
     -0.11111104E-01     0.84503802E-18    -0.11009395E-04    -0.84503802E-18
     -0.11111105E-01     0.49884767E-18    -0.10388859E-04    -0.49884767E-18
     -0.11111106E-01     0.71856928E-18    -0.97754436E-05    -0.71856928E-18
     -0.11111107E-01     0.60462702E-18    -0.91698205E-05    -0.60462702E-18
     -0.11111108E-01     0.74413910E-18    -0.85725622E-05    -0.74413910E-18
     -0.11111110E-01     0.78217642E-18    -0.79841529E-05    -0.78217642E-18
     -0.11111111E-01     0.58512787E-18    -0.77281354E-05    -0.58512787E-18
     -0.11111112E-01     0.66072042E-18    -0.78909095E-05    -0.66072042E-18
     -0.11111113E-01     0.72684835E-18    -0.80390255E-05    -0.72684835E-18
     -0.11111115E-01     0.64803843E-18    -0.81705681E-05    -0.64803843E-18
     -0.11111117E-01     0.72648120E-18    -0.82857236E-05    -0.72648120E-18
     -0.11111120E-01     0.78248349E-18    -0.83847837E-05    -0.78248349E-18
     -0.11111124E-01     0.66997258E-18    -0.84681249E-05    -0.66997258E-18
     -0.11111128E-01     0.66648505E-18    -0.85361903E-05    -0.66648505E-18
     -0.11111134E-01     0.78620507E-18    -0.85894744E-05    -0.78620507E-18
     -0.11111142E-01     0.65405440E-18    -0.86285099E-05    -0.65405440E-18
     -0.11111151E-01     0.67075140E-18    -0.86538570E-05    -0.67075140E-18
     -0.11111164E-01     0.66026180E-18    -0.86660939E-05    -0.66026180E-18
     -0.11111181E-01     0.72505256E-18    -0.86658095E-05    -0.72505256E-18
     -0.11111203E-01     0.73395672E-18    -0.86535969E-05    -0.73395672E-18
     -0.11111231E-01     0.73736635E-18    -0.86300479E-05    -0.73736635E-18
     -0.11111268E-01     0.57846736E-18    -0.85957487E-05    -0.57846736E-18
     -0.11111314E-01     0.74764225E-18    -0.85512757E-05    -0.74764225E-18
     -0.11111373E-01     0.58545073E-18    -0.84971929E-05    -0.58545073E-18
     -0.11111448E-01     0.66009861E-18    -0.84340499E-05    -0.66009861E-18
     -0.11111543E-01     0.69002976E-18    -0.83623809E-05    -0.69002976E-18
     -0.11111663E-01     0.68701990E-18    -0.82827035E-05    -0.68701990E-18
     -0.11111813E-01     0.72524912E-18    -0.81955179E-05    -0.72524912E-18
     -0.11112001E-01     0.73099444E-18    -0.81013063E-05    -0.73099444E-18
     -0.11112235E-01     0.68909053E-18    -0.80005709E-05    -0.68909053E-18
     -0.11112526E-01     0.73843394E-18    -0.78981844E-05    -0.73843394E-18
     -0.11112885E-01     0.72632536E-18    -0.78026471E-05    -0.72632536E-18
     -0.11113327E-01     0.69832489E-18    -0.77143364E-05    -0.69832489E-18
     -0.11113870E-01     0.56897708E-18    -0.76326336E-05    -0.56897708E-18
     -0.11114534E-01     0.63722939E-18    -0.75569465E-05    -0.63722939E-18
     -0.11115343E-01     0.67247259E-18    -0.74867103E-05    -0.67247259E-18
     -0.11116325E-01     0.65102324E-18    -0.74213884E-05    -0.65102324E-18
     -0.11117515E-01     0.69538722E-18    -0.73604730E-05    -0.69538722E-18
     -0.11118949E-01     0.79391075E-18    -0.73034849E-05    -0.79391075E-18
     -0.11120674E-01     0.59256816E-18    -0.72499736E-05    -0.59256816E-18
     -0.11122740E-01     0.73608065E-18    -0.71995167E-05    -0.73608065E-18
     -0.11125207E-01     0.69590573E-18    -0.71517195E-05    -0.69590573E-18
     -0.11128145E-01     0.70841772E-18    -0.71062142E-05    -0.70841772E-18
     -0.11131628E-01     0.68094995E-18    -0.70626594E-05    -0.68094995E-18
     -0.11135746E-01     0.68509939E-18    -0.70207385E-05    -0.68509939E-18
     -0.11140608E-01     0.52525311E-18    -0.69801594E-05    -0.52525311E-18
     -0.11146319E-01     0.62469628E-18    -0.69406532E-05    -0.62469628E-18
     -0.11152982E-01     0.65100011E-18    -0.69019729E-05    -0.65100011E-18
     -0.11160779E-01     0.70653146E-18    -0.68638927E-05    -0.70653146E-18
     -0.11169909E-01     0.62539627E-18    -0.68262066E-05    -0.62539627E-18
     -0.11180315E-01     0.63060494E-18    -0.67887274E-05    -0.63060494E-18
     -0.11192273E-01     0.65593209E-18    -0.67512857E-05    -0.65593209E-18
     -0.11206535E-01     0.70491570E-18    -0.67137286E-05    -0.70491570E-18
     -0.11223467E-01     0.68187771E-18    -0.66759406E-05    -0.68187771E-18
     -0.11243201E-01     0.67786635E-18    -0.66379643E-05    -0.67786635E-18
     -0.11266022E-01     0.68607397E-18    -0.65999354E-05    -0.68607397E-18
     -0.11293630E-01     0.71094550E-18    -0.65619773E-05    -0.71094550E-18
     -0.11325216E-01     0.52383012E-18    -0.65241969E-05    -0.52383012E-18
     -0.11359101E-01     0.66659862E-18    -0.64866856E-05    -0.66659862E-18
     -0.11394013E-01     0.66069388E-18    -0.64495207E-05    -0.66069388E-18
     -0.11428826E-01     0.64820450E-18    -0.64127669E-05    -0.64820450E-18
     -0.11462892E-01     0.64049544E-18    -0.63764765E-05    -0.64049544E-18
     -0.11495682E-01     0.59366159E-18    -0.63406917E-05    -0.59366159E-18
     -0.11526101E-01     0.59531307E-18    -0.63054445E-05    -0.59531307E-18
     -0.11553840E-01     0.63762318E-18    -0.62707584E-05    -0.63762318E-18
     -0.11579027E-01     0.51792584E-18    -0.62366489E-05    -0.51792584E-18
     -0.11601367E-01     0.69213749E-18    -0.62031244E-05    -0.69213749E-18
     -0.11621186E-01     0.53417811E-18    -0.61701870E-05    -0.53417811E-18
     -0.11640882E-01     0.63101646E-18    -0.61378334E-05    -0.63101646E-18
     -0.11656615E-01     0.64420145E-18    -0.61060552E-05    -0.64420145E-18
     -0.11667048E-01     0.58031467E-18    -0.60748397E-05    -0.58031467E-18
     -0.11671781E-01     0.60401355E-18    -0.60441706E-05    -0.60401355E-18
     -0.11670593E-01     0.62422916E-18    -0.60140284E-05    -0.62422916E-18
     -0.11663396E-01     0.59405979E-18    -0.59843907E-05    -0.59405979E-18
     -0.11650205E-01     0.62130491E-18    -0.59552331E-05    -0.62130491E-18
     -0.11631119E-01     0.57267117E-18    -0.59265291E-05    -0.57267117E-18
     -0.11606294E-01     0.60732676E-18    -0.58982513E-05    -0.60732676E-18
     -0.11575935E-01     0.58633358E-18    -0.58703737E-05    -0.58633358E-18
     -0.11540277E-01     0.54595840E-18    -0.58428740E-05    -0.54595840E-18
     -0.11499582E-01     0.52266088E-18    -0.58157335E-05    -0.52266088E-18
     -0.11454122E-01     0.62812165E-18    -0.57889368E-05    -0.62812165E-18
     -0.11404183E-01     0.60655630E-18    -0.57624706E-05    -0.60655630E-18
     -0.11350051E-01     0.59887319E-18    -0.57363243E-05    -0.59887319E-18
     -0.11292013E-01     0.58748408E-18    -0.57104888E-05    -0.58748408E-18
     -0.11230355E-01     0.59104717E-18    -0.56849568E-05    -0.59104717E-18
     -0.11165356E-01     0.59196241E-18    -0.56597223E-05    -0.59196241E-18
     -0.11097286E-01     0.56777255E-18    -0.56347801E-05    -0.56777255E-18
     -0.11026409E-01     0.54189563E-18    -0.56101259E-05    -0.54189563E-18
     -0.10952978E-01     0.60150713E-18    -0.55857561E-05    -0.60150713E-18
     -0.10877234E-01     0.58895098E-18    -0.55616676E-05    -0.58895098E-18
     -0.10799410E-01     0.57252666E-18    -0.55378572E-05    -0.57252666E-18
     -0.10719725E-01     0.66761686E-18    -0.55143224E-05    -0.66761686E-18
     -0.10638386E-01     0.54638868E-18    -0.54910605E-05    -0.54638868E-18
     -0.10555590E-01     0.50873721E-18    -0.54680686E-05    -0.50873721E-18
     -0.10471523E-01     0.54116504E-18    -0.54453441E-05    -0.54116504E-18
     -0.10386356E-01     0.55313117E-18    -0.54228839E-05    -0.55313117E-18
     -0.10300254E-01     0.57784276E-18    -0.54006849E-05    -0.57784276E-18
     -0.10213367E-01     0.48507193E-18    -0.53787436E-05    -0.48507193E-18
     -0.10125836E-01     0.57949437E-18    -0.53570562E-05    -0.57949437E-18
     -0.10037795E-01     0.58008877E-18    -0.53356189E-05    -0.58008877E-18
     -0.99493643E-02     0.49503960E-18    -0.53144273E-05    -0.49503960E-18
     -0.98606578E-02     0.57957220E-18    -0.52934770E-05    -0.57957220E-18
     -0.97717802E-02     0.54194389E-18    -0.52727635E-05    -0.54194389E-18
     -0.96828284E-02     0.54415185E-18    -0.52522822E-05    -0.54415185E-18
     -0.95938915E-02     0.50227049E-18    -0.52320287E-05    -0.50227049E-18
     -0.95050517E-02     0.53672172E-18    -0.52119984E-05    -0.53672172E-18
     -0.94163845E-02     0.47784597E-18    -0.51921869E-05    -0.47784597E-18
     -0.93279593E-02     0.55391286E-18    -0.51725900E-05    -0.55391286E-18
     -0.92398393E-02     0.51889082E-18    -0.51532035E-05    -0.51889082E-18
     -0.91520827E-02     0.51106133E-18    -0.51340233E-05    -0.51106133E-18
     -0.90647422E-02     0.51732931E-18    -0.51150456E-05    -0.51732931E-18
     -0.89778661E-02     0.50669003E-18    -0.50962665E-05    -0.50669003E-18
     -0.88914982E-02     0.51022024E-18    -0.50776825E-05    -0.51022024E-18
     -0.88056781E-02     0.48546827E-18    -0.50592902E-05    -0.48546827E-18
     -0.87204416E-02     0.49616369E-18    -0.50410861E-05    -0.49616369E-18
     -0.86358161E-02     0.51673039E-18    -0.50230671E-05    -0.51673039E-18
     -0.85518351E-02     0.51025812E-18    -0.50052301E-05    -0.51025812E-18
     -0.84685399E-02     0.52289800E-18    -0.49875721E-05    -0.52289800E-18
     -0.83859601E-02     0.51130885E-18    -0.49700903E-05    -0.51130885E-18
     -0.83041167E-02     0.46816572E-18    -0.49527819E-05    -0.46816572E-18
     -0.82230255E-02     0.50927840E-18    -0.49356441E-05    -0.50927840E-18
     -0.81426978E-02     0.51284771E-18    -0.49186745E-05    -0.51284771E-18
     -0.80631427E-02     0.54187866E-18    -0.49018703E-05    -0.54187866E-18
     -0.79843669E-02     0.53070177E-18    -0.48852292E-05    -0.53070177E-18
     -0.79063772E-02     0.49553528E-18    -0.48687486E-05    -0.49553528E-18
     -0.78291771E-02     0.54292552E-18    -0.48524261E-05    -0.54292552E-18
     -0.77527641E-02     0.49740336E-18    -0.48362594E-05    -0.49740336E-18
     -0.76771384E-02     0.57685008E-18    -0.48202462E-05    -0.57685008E-18
     -0.76023019E-02     0.45747434E-18    -0.48043840E-05    -0.45747434E-18
     -0.75282569E-02     0.55150169E-18    -0.47886708E-05    -0.55150169E-18
     -0.74550054E-02     0.49916822E-18    -0.47731041E-05    -0.49916822E-18
     -0.73825483E-02     0.42177317E-18    -0.47576820E-05    -0.42177317E-18
     -0.73108859E-02     0.46864247E-18    -0.47424021E-05    -0.46864247E-18
     -0.72400171E-02     0.49666417E-18    -0.47272624E-05    -0.49666417E-18
     -0.71699399E-02     0.44788909E-18    -0.47122608E-05    -0.44788909E-18
     -0.71006512E-02     0.45252286E-18    -0.46973952E-05    -0.45252286E-18
     -0.70321472E-02     0.47877914E-18    -0.46826638E-05    -0.47877914E-18
     -0.69644230E-02     0.50706591E-18    -0.46680643E-05    -0.50706591E-18
     -0.68974732E-02     0.44345979E-18    -0.46535951E-05    -0.44345979E-18
     -0.68312917E-02     0.47006630E-18    -0.46392541E-05    -0.47006630E-18
     -0.67658719E-02     0.49541660E-18    -0.46250395E-05    -0.49541660E-18
     -0.67012069E-02     0.46578005E-18    -0.46109495E-05    -0.46578005E-18
     -0.66372894E-02     0.46473214E-18    -0.45969823E-05    -0.46473214E-18
     -0.65741118E-02     0.44986377E-18    -0.45831362E-05    -0.44986377E-18
     -0.65116664E-02     0.52004754E-18    -0.45694095E-05    -0.52004754E-18
     -0.64499454E-02     0.48749313E-18    -0.45558004E-05    -0.48749313E-18
     -0.63889409E-02     0.46549229E-18    -0.45423074E-05    -0.46549229E-18
     -0.63286447E-02     0.45449918E-18    -0.45289289E-05    -0.45449918E-18
     -0.62690488E-02     0.41781171E-18    -0.45156632E-05    -0.41781171E-18
     -0.62101453E-02     0.49594246E-18    -0.45025089E-05    -0.49594246E-18
     -0.61519261E-02     0.43786738E-18    -0.44894644E-05    -0.43786738E-18
     -0.60943832E-02     0.51772853E-18    -0.44765283E-05    -0.51772853E-18
     -0.60375086E-02     0.53914319E-18    -0.44636990E-05    -0.53914319E-18
     -0.59812944E-02     0.49867983E-18    -0.44509752E-05    -0.49867983E-18
     -0.59257329E-02     0.42904548E-18    -0.44383555E-05    -0.42904548E-18
     -0.58708163E-02     0.52787990E-18    -0.44258384E-05    -0.52787990E-18
     -0.58165368E-02     0.44916652E-18    -0.44134227E-05    -0.44916652E-18
     -0.57628869E-02     0.43316080E-18    -0.44011069E-05    -0.43316080E-18
     -0.57098590E-02     0.52943397E-18    -0.43888899E-05    -0.52943397E-18
     -0.56574457E-02     0.43609415E-18    -0.43767702E-05    -0.43609415E-18
     -0.56056394E-02     0.47683891E-18    -0.43647467E-05    -0.47683891E-18
     -0.55544331E-02     0.41638282E-18    -0.43528182E-05    -0.41638282E-18
     -0.55038192E-02     0.46047860E-18    -0.43409833E-05    -0.46047860E-18
     -0.54537909E-02     0.44812134E-18    -0.43292409E-05    -0.44812134E-18
     -0.54043408E-02     0.43920111E-18    -0.43175899E-05    -0.43920111E-18
     -0.53554620E-02     0.46540133E-18    -0.43060290E-05    -0.46540133E-18
     -0.53071476E-02     0.48732773E-18    -0.42945571E-05    -0.48732773E-18
     -0.52593907E-02     0.47028538E-18    -0.42831732E-05    -0.47028538E-18
     -0.52121844E-02     0.44623614E-18    -0.42718761E-05    -0.44623614E-18
     -0.51655220E-02     0.46591997E-18    -0.42606648E-05    -0.46591997E-18
     -0.51193968E-02     0.46088455E-18    -0.42495382E-05    -0.46088455E-18
     -0.50738023E-02     0.45229042E-18    -0.42384952E-05    -0.45229042E-18
     -0.50287318E-02     0.42429387E-18    -0.42275348E-05    -0.42429387E-18
     -0.49841789E-02     0.43189040E-18    -0.42166560E-05    -0.43189040E-18
     -0.49401372E-02     0.41932528E-18    -0.42058579E-05    -0.41932528E-18
     -0.48966003E-02     0.36416569E-18    -0.41951394E-05    -0.36416569E-18
     -0.48535619E-02     0.38949467E-18    -0.41844997E-05    -0.38949467E-18
     -0.48110158E-02     0.42494272E-18    -0.41739377E-05    -0.42494272E-18
     -0.47689559E-02     0.43766240E-18    -0.41634525E-05    -0.43766240E-18
     -0.47273759E-02     0.44570190E-18    -0.41530433E-05    -0.44570190E-18
     -0.46862699E-02     0.40051740E-18    -0.41427090E-05    -0.40051740E-18
     -0.46456319E-02     0.38097395E-18    -0.41324490E-05    -0.38097395E-18
     -0.46054560E-02     0.40165527E-18    -0.41222622E-05    -0.40165527E-18
     -0.45657362E-02     0.44841165E-18    -0.41121478E-05    -0.44841165E-18
     -0.45264668E-02     0.38589102E-18    -0.41021050E-05    -0.38589102E-18
     -0.44876421E-02     0.38968531E-18    -0.40921330E-05    -0.38968531E-18
     -0.44492564E-02     0.44599929E-18    -0.40822310E-05    -0.44599929E-18
     -0.44113041E-02     0.44610910E-18    -0.40723980E-05    -0.44610910E-18
     -0.43737795E-02     0.40522239E-18    -0.40626335E-05    -0.40522239E-18
     -0.43366773E-02     0.40716458E-18    -0.40529365E-05    -0.40716458E-18
     -0.42999920E-02     0.40565220E-18    -0.40433064E-05    -0.40565220E-18
     -0.42637182E-02     0.37150017E-18    -0.40337423E-05    -0.37150017E-18
     -0.42278506E-02     0.41498303E-18    -0.40242436E-05    -0.41498303E-18
     -0.41923839E-02     0.40241852E-18    -0.40148094E-05    -0.40241852E-18
     -0.41573130E-02     0.38215511E-18    -0.40054392E-05    -0.38215511E-18
     -0.41226327E-02     0.41842342E-18    -0.39961321E-05    -0.41842342E-18
     -0.40883380E-02     0.37416613E-18    -0.39868875E-05    -0.37416613E-18
     -0.40544237E-02     0.37527099E-18    -0.39777048E-05    -0.37527099E-18
     -0.40208850E-02     0.39906189E-18    -0.39685831E-05    -0.39906189E-18
     -0.39877170E-02     0.41137247E-18    -0.39595219E-05    -0.41137247E-18
     -0.39549148E-02     0.42354410E-18    -0.39505205E-05    -0.42354410E-18
     -0.39224737E-02     0.38759573E-18    -0.39415783E-05    -0.38759573E-18
     -0.38903891E-02     0.39802255E-18    -0.39326946E-05    -0.39802255E-18
     -0.38586562E-02     0.38783791E-18    -0.39238688E-05    -0.38783791E-18
     -0.38272704E-02     0.41085529E-18    -0.39151003E-05    -0.41085529E-18
     -0.37962274E-02     0.39768996E-18    -0.39063885E-05    -0.39768996E-18
     -0.37655225E-02     0.36421460E-18    -0.38977327E-05    -0.36421460E-18
     -0.37351515E-02     0.43692045E-18    -0.38891324E-05    -0.43692045E-18
     -0.37051100E-02     0.39245106E-18    -0.38805871E-05    -0.39245106E-18
     -0.36753937E-02     0.41864460E-18    -0.38720960E-05    -0.41864460E-18
     -0.36459984E-02     0.34035846E-18    -0.38636588E-05    -0.34035846E-18
     -0.36169199E-02     0.38629965E-18    -0.38552747E-05    -0.38629965E-18
     -0.35881541E-02     0.36237550E-18    -0.38469433E-05    -0.36237550E-18
     -0.35596970E-02     0.38628553E-18    -0.38386641E-05    -0.38628553E-18
     -0.35315446E-02     0.37207329E-18    -0.38304364E-05    -0.37207329E-18
     -0.35036929E-02     0.43376130E-18    -0.38222598E-05    -0.43376130E-18
     -0.34761381E-02     0.38699770E-18    -0.38141337E-05    -0.38699770E-18
     -0.34488762E-02     0.37660476E-18    -0.38060576E-05    -0.37660476E-18
     -0.34219036E-02     0.39290766E-18    -0.37980311E-05    -0.39290766E-18
     -0.33952165E-02     0.39575557E-18    -0.37900536E-05    -0.39575557E-18
     -0.33688112E-02     0.41160883E-18    -0.37821247E-05    -0.41160883E-18
     -0.33426841E-02     0.34766814E-18    -0.37742438E-05    -0.34766814E-18
     -0.33168316E-02     0.38957650E-18    -0.37664105E-05    -0.38957650E-18
     -0.32912502E-02     0.38607387E-18    -0.37586243E-05    -0.38607387E-18
     -0.32659364E-02     0.38002694E-18    -0.37508847E-05    -0.38002694E-18
     -0.32408867E-02     0.41666912E-18    -0.37431914E-05    -0.41666912E-18
     -0.32160979E-02     0.35066846E-18    -0.37355437E-05    -0.35066846E-18
     -0.31915666E-02     0.38568867E-18    -0.37279414E-05    -0.38568867E-18
     -0.31672894E-02     0.43278822E-18    -0.37203839E-05    -0.43278822E-18
     -0.31432632E-02     0.40123667E-18    -0.37128708E-05    -0.40123667E-18
     -0.31194848E-02     0.39235038E-18    -0.37054017E-05    -0.39235038E-18
     -0.30959509E-02     0.37154407E-18    -0.36979762E-05    -0.37154407E-18
     -0.30726586E-02     0.38571992E-18    -0.36905939E-05    -0.38571992E-18
     -0.30496047E-02     0.36821626E-18    -0.36832543E-05    -0.36821626E-18
     -0.30267864E-02     0.39918286E-18    -0.36759570E-05    -0.39918286E-18
     -0.30042005E-02     0.31790478E-18    -0.36687016E-05    -0.31790478E-18
     -0.29818442E-02     0.37263894E-18    -0.36614878E-05    -0.37263894E-18
     -0.29597147E-02     0.34801175E-18    -0.36543151E-05    -0.34801175E-18
     -0.29378090E-02     0.35406407E-18    -0.36471833E-05    -0.35406407E-18
     -0.29161245E-02     0.36932779E-18    -0.36400917E-05    -0.36932779E-18
     -0.28946584E-02     0.36443906E-18    -0.36330402E-05    -0.36443906E-18
     -0.28734078E-02     0.34200767E-18    -0.36260284E-05    -0.34200767E-18
     -0.28523702E-02     0.43662622E-18    -0.36190558E-05    -0.43662622E-18
     -0.28315429E-02     0.34479771E-18    -0.36121221E-05    -0.34479771E-18
     -0.28109232E-02     0.36213817E-18    -0.36052270E-05    -0.36213817E-18
     -0.27905087E-02     0.36356491E-18    -0.35983701E-05    -0.36356491E-18
     -0.27702965E-02     0.35668054E-18    -0.35915510E-05    -0.35668054E-18
     -0.27502845E-02     0.32264965E-18    -0.35847695E-05    -0.32264965E-18
     -0.27304702E-02     0.37150779E-18    -0.35780251E-05    -0.37150779E-18
     -0.27108513E-02     0.37002053E-18    -0.35713176E-05    -0.37002053E-18
     -0.26914251E-02     0.33651159E-18    -0.35646466E-05    -0.33651159E-18
     -0.26721894E-02     0.36259854E-18    -0.35580118E-05    -0.36259854E-18
     -0.26531417E-02     0.36657235E-18    -0.35514128E-05    -0.36657235E-18
     -0.26342798E-02     0.32769216E-18    -0.35448494E-05    -0.32769216E-18
     -0.26156014E-02     0.35330103E-18    -0.35383212E-05    -0.35330103E-18
     -0.25971045E-02     0.38282736E-18    -0.35318280E-05    -0.38282736E-18
     -0.25787865E-02     0.38280323E-18    -0.35253693E-05    -0.38280323E-18
     -0.25606452E-02     0.34722356E-18    -0.35189450E-05    -0.34722356E-18
     -0.25426786E-02     0.33011623E-18    -0.35125546E-05    -0.33011623E-18
     -0.25248846E-02     0.32290643E-18    -0.35061980E-05    -0.32290643E-18
     -0.25072611E-02     0.32177759E-18    -0.34998748E-05    -0.32177759E-18
     -0.24898062E-02     0.37925849E-18    -0.34935848E-05    -0.37925849E-18
     -0.24725178E-02     0.33611821E-18    -0.34873276E-05    -0.33611821E-18
     -0.24553946E-02     0.37848192E-18    -0.34811030E-05    -0.37848192E-18
     -0.24384358E-02     0.38716470E-18    -0.34749106E-05    -0.38716470E-18
     -0.24216354E-02     0.35754312E-18    -0.34687503E-05    -0.35754312E-18
     -0.24049937E-02     0.32337456E-18    -0.34626217E-05    -0.32337456E-18
     -0.23885089E-02     0.36273743E-18    -0.34565246E-05    -0.36273743E-18
     -0.23721792E-02     0.34008495E-18    -0.34504586E-05    -0.34008495E-18
     -0.23560028E-02     0.32285132E-18    -0.34444237E-05    -0.32285132E-18
     -0.23399779E-02     0.32294826E-18    -0.34384194E-05    -0.32294826E-18
     -0.23241026E-02     0.30734234E-18    -0.34324455E-05    -0.30734234E-18
     -0.23083742E-02     0.31757785E-18    -0.34265019E-05    -0.31757785E-18
     -0.22927933E-02     0.32139631E-18    -0.34205881E-05    -0.32139631E-18
     -0.22773571E-02     0.36053497E-18    -0.34147040E-05    -0.36053497E-18
     -0.22620638E-02     0.34420184E-18    -0.34088494E-05    -0.34420184E-18
     -0.22469118E-02     0.33221619E-18    -0.34030240E-05    -0.33221619E-18
     -0.22318993E-02     0.35131812E-18    -0.33972275E-05    -0.35131812E-18
     -0.22170249E-02     0.31787433E-18    -0.33914597E-05    -0.31787433E-18
     -0.22022868E-02     0.33655216E-18    -0.33857204E-05    -0.33655216E-18
     -0.21876836E-02     0.33489522E-18    -0.33800093E-05    -0.33489522E-18
     -0.21732136E-02     0.34980584E-18    -0.33743263E-05    -0.34980584E-18
     -0.21588754E-02     0.31045165E-18    -0.33686710E-05    -0.31045165E-18
     -0.21446673E-02     0.35182312E-18    -0.33630434E-05    -0.35182312E-18
     -0.21305880E-02     0.35137861E-18    -0.33574431E-05    -0.35137861E-18
     -0.21166360E-02     0.34122283E-18    -0.33518699E-05    -0.34122283E-18
     -0.21028097E-02     0.35396705E-18    -0.33463236E-05    -0.35396705E-18
     -0.20891079E-02     0.34700961E-18    -0.33408040E-05    -0.34700961E-18
     -0.20755289E-02     0.35184777E-18    -0.33353110E-05    -0.35184777E-18
     -0.20620716E-02     0.30569077E-18    -0.33298442E-05    -0.30569077E-18
     -0.20487345E-02     0.33705149E-18    -0.33244034E-05    -0.33705149E-18
     -0.20355162E-02     0.36296589E-18    -0.33189886E-05    -0.36296589E-18
     -0.20224154E-02     0.34456836E-18    -0.33135994E-05    -0.34456836E-18
     -0.20094309E-02     0.32684419E-18    -0.33082357E-05    -0.32684419E-18
     -0.19965612E-02     0.31355254E-18    -0.33028972E-05    -0.31355254E-18
     -0.19838052E-02     0.31814008E-18    -0.32975838E-05    -0.31814008E-18
     -0.19711615E-02     0.35067783E-18    -0.32922953E-05    -0.35067783E-18
     -0.19586289E-02     0.32305823E-18    -0.32870315E-05    -0.32305823E-18
     -0.19462062E-02     0.30023293E-18    -0.32817922E-05    -0.30023293E-18
     -0.19338922E-02     0.33713539E-18    -0.32765772E-05    -0.33713539E-18
     -0.19216856E-02     0.31760025E-18    -0.32713863E-05    -0.31760025E-18
     -0.19095853E-02     0.30996942E-18    -0.32662193E-05    -0.30996942E-18
     -0.18975902E-02     0.31251427E-18    -0.32610762E-05    -0.31251427E-18
     -0.18856990E-02     0.29850097E-18    -0.32559565E-05    -0.29850097E-18
     -0.18739106E-02     0.31936659E-18    -0.32508603E-05    -0.31936659E-18
     -0.18622239E-02     0.34491085E-18    -0.32457874E-05    -0.34491085E-18
     -0.18506379E-02     0.33428985E-18    -0.32407374E-05    -0.33428985E-18
     -0.18391513E-02     0.33009973E-18    -0.32357104E-05    -0.33009973E-18
     -0.18277632E-02     0.32733751E-18    -0.32307060E-05    -0.32733751E-18
     -0.18164725E-02     0.29947995E-18    -0.32257242E-05    -0.29947995E-18
     -0.18052781E-02     0.30527005E-18    -0.32207648E-05    -0.30527005E-18
     -0.17941789E-02     0.32978362E-18    -0.32158275E-05    -0.32978362E-18
     -0.17831740E-02     0.31590598E-18    -0.32109123E-05    -0.31590598E-18
     -0.17722624E-02     0.28384232E-18    -0.32060190E-05    -0.28384232E-18
     -0.17614430E-02     0.29902475E-18    -0.32011474E-05    -0.29902475E-18
     -0.17507149E-02     0.32949333E-18    -0.31962974E-05    -0.32949333E-18
     -0.17400771E-02     0.30664176E-18    -0.31914687E-05    -0.30664176E-18
     -0.17295286E-02     0.30857314E-18    -0.31866614E-05    -0.30857314E-18
     -0.17190685E-02     0.31541817E-18    -0.31818751E-05    -0.31541817E-18
     -0.17086959E-02     0.30374694E-18    -0.31771097E-05    -0.30374694E-18
     -0.16984098E-02     0.29826482E-18    -0.31723651E-05    -0.29826482E-18
     -0.16882093E-02     0.30982922E-18    -0.31676412E-05    -0.30982922E-18
     -0.16780935E-02     0.31777992E-18    -0.31629378E-05    -0.31777992E-18
