       flux1               flux2            flux3               flux4 
     -0.16680615E-02     0.29374623E-18    -0.31582547E-05    -0.29374623E-18
     -0.16581125E-02     0.28158137E-18    -0.31535918E-05    -0.28158137E-18
     -0.16482456E-02     0.29572521E-18    -0.31489490E-05    -0.29572521E-18
     -0.16384599E-02     0.29647587E-18    -0.31443261E-05    -0.29647587E-18
     -0.16287546E-02     0.29270947E-18    -0.31397229E-05    -0.29270947E-18
     -0.16191289E-02     0.31870513E-18    -0.31351394E-05    -0.31870513E-18
     -0.16095818E-02     0.29739011E-18    -0.31305754E-05    -0.29739011E-18
     -0.16001127E-02     0.32995516E-18    -0.31260308E-05    -0.32995516E-18
     -0.15907207E-02     0.28645801E-18    -0.31215054E-05    -0.28645801E-18
     -0.15814050E-02     0.34963736E-18    -0.31169990E-05    -0.34963736E-18
     -0.15721648E-02     0.27866634E-18    -0.31125117E-05    -0.27866634E-18
     -0.15629993E-02     0.32502868E-18    -0.31080431E-05    -0.32502868E-18
     -0.15539079E-02     0.30168823E-18    -0.31035933E-05    -0.30168823E-18
     -0.15448896E-02     0.30156002E-18    -0.30991620E-05    -0.30156002E-18
     -0.15359439E-02     0.31774684E-18    -0.30947491E-05    -0.31774684E-18
     -0.15270699E-02     0.29668436E-18    -0.30903546E-05    -0.29668436E-18
     -0.15182669E-02     0.28080593E-18    -0.30859782E-05    -0.28080593E-18
     -0.15095341E-02     0.30197779E-18    -0.30816200E-05    -0.30197779E-18
     -0.15008710E-02     0.30711838E-18    -0.30772796E-05    -0.30711838E-18
     -0.14922767E-02     0.28424002E-18    -0.30729571E-05    -0.28424002E-18
     -0.14837506E-02     0.27940184E-18    -0.30686523E-05    -0.27940184E-18
     -0.14752920E-02     0.27662756E-18    -0.30643650E-05    -0.27662756E-18
     -0.14669003E-02     0.26567647E-18    -0.30600952E-05    -0.26567647E-18
     -0.14585747E-02     0.28734795E-18    -0.30558428E-05    -0.28734795E-18
     -0.14503146E-02     0.29200804E-18    -0.30516076E-05    -0.29200804E-18
     -0.14421193E-02     0.28252794E-18    -0.30473895E-05    -0.28252794E-18
     -0.14339883E-02     0.33262199E-18    -0.30431883E-05    -0.33262199E-18
     -0.14259209E-02     0.27925711E-18    -0.30390041E-05    -0.27925711E-18
     -0.14179164E-02     0.27752167E-18    -0.30348367E-05    -0.27752167E-18
     -0.14099742E-02     0.30005384E-18    -0.30306859E-05    -0.30005384E-18
     -0.14020937E-02     0.27734318E-18    -0.30265516E-05    -0.27734318E-18
     -0.13942744E-02     0.29152937E-18    -0.30224338E-05    -0.29152937E-18
     -0.13865155E-02     0.28262754E-18    -0.30183324E-05    -0.28262754E-18
     -0.13788166E-02     0.31278018E-18    -0.30142471E-05    -0.31278018E-18
     -0.13711770E-02     0.28581497E-18    -0.30101780E-05    -0.28581497E-18
     -0.13635962E-02     0.29207069E-18    -0.30061249E-05    -0.29207069E-18
     -0.13560735E-02     0.29541296E-18    -0.30020877E-05    -0.29541296E-18
     -0.13486085E-02     0.30278817E-18    -0.29980663E-05    -0.30278817E-18
     -0.13412005E-02     0.30313510E-18    -0.29940607E-05    -0.30313510E-18
     -0.13338491E-02     0.30179454E-18    -0.29900706E-05    -0.30179454E-18
     -0.13265536E-02     0.26259036E-18    -0.29860961E-05    -0.26259036E-18
     -0.13193135E-02     0.28572069E-18    -0.29821369E-05    -0.28572069E-18
     -0.13121284E-02     0.26887879E-18    -0.29781931E-05    -0.26887879E-18
     -0.13049976E-02     0.30516802E-18    -0.29742644E-05    -0.30516802E-18
     -0.12979207E-02     0.29001512E-18    -0.29703509E-05    -0.29001512E-18
     -0.12908971E-02     0.30441439E-18    -0.29664524E-05    -0.30441439E-18
     -0.12839264E-02     0.25724803E-18    -0.29625688E-05    -0.25724803E-18
     -0.12770080E-02     0.27426192E-18    -0.29587001E-05    -0.27426192E-18
     -0.12701414E-02     0.25472768E-18    -0.29548460E-05    -0.25472768E-18
     -0.12633262E-02     0.28994087E-18    -0.29510067E-05    -0.28994087E-18
     -0.12565619E-02     0.29136128E-18    -0.29471818E-05    -0.29136128E-18
     -0.12498479E-02     0.27779282E-18    -0.29433715E-05    -0.27779282E-18
     -0.12431839E-02     0.28302594E-18    -0.29395755E-05    -0.28302594E-18
     -0.12365694E-02     0.28216176E-18    -0.29357937E-05    -0.28216176E-18
     -0.12300038E-02     0.27136086E-18    -0.29320262E-05    -0.27136086E-18
     -0.12234868E-02     0.27549873E-18    -0.29282728E-05    -0.27549873E-18
     -0.12170179E-02     0.24811391E-18    -0.29245334E-05    -0.24811391E-18
     -0.12105967E-02     0.26925492E-18    -0.29208079E-05    -0.26925492E-18
     -0.12042226E-02     0.27315196E-18    -0.29170962E-05    -0.27315196E-18
     -0.11978954E-02     0.29997330E-18    -0.29133984E-05    -0.29997330E-18
     -0.11916145E-02     0.26451935E-18    -0.29097141E-05    -0.26451935E-18
     -0.11853795E-02     0.29778476E-18    -0.29060435E-05    -0.29778476E-18
     -0.11791900E-02     0.27654876E-18    -0.29023864E-05    -0.27654876E-18
     -0.11730456E-02     0.27216843E-18    -0.28987427E-05    -0.27216843E-18
     -0.11669460E-02     0.27135203E-18    -0.28951124E-05    -0.27135203E-18
     -0.11608906E-02     0.28311012E-18    -0.28914953E-05    -0.28311012E-18
     -0.11548790E-02     0.28972597E-18    -0.28878914E-05    -0.28972597E-18
     -0.11489110E-02     0.27388107E-18    -0.28843006E-05    -0.27388107E-18
     -0.11429861E-02     0.29358594E-18    -0.28807229E-05    -0.29358594E-18
     -0.11371039E-02     0.26171443E-18    -0.28771580E-05    -0.26171443E-18
     -0.11312640E-02     0.28138389E-18    -0.28736061E-05    -0.28138389E-18
     -0.11254661E-02     0.27935527E-18    -0.28700669E-05    -0.27935527E-18
     -0.11197097E-02     0.27651320E-18    -0.28665405E-05    -0.27651320E-18
     -0.11139946E-02     0.26913924E-18    -0.28630267E-05    -0.26913924E-18
     -0.11083203E-02     0.26436948E-18    -0.28595255E-05    -0.26436948E-18
     -0.11026865E-02     0.25288773E-18    -0.28560367E-05    -0.25288773E-18
     -0.10970928E-02     0.26697447E-18    -0.28525604E-05    -0.26697447E-18
     -0.10915389E-02     0.26514523E-18    -0.28490964E-05    -0.26514523E-18
     -0.10860245E-02     0.28364011E-18    -0.28456447E-05    -0.28364011E-18
     -0.10805491E-02     0.28710363E-18    -0.28422052E-05    -0.28710363E-18
     -0.10751125E-02     0.27337603E-18    -0.28387779E-05    -0.27337603E-18
     -0.10697143E-02     0.25977339E-18    -0.28353626E-05    -0.25977339E-18
     -0.10643541E-02     0.29341581E-18    -0.28319592E-05    -0.29341581E-18
     -0.10590317E-02     0.28210137E-18    -0.28285678E-05    -0.28210137E-18
     -0.10537468E-02     0.24311660E-18    -0.28251883E-05    -0.24311660E-18
     -0.10484989E-02     0.25922458E-18    -0.28218205E-05    -0.25922458E-18
     -0.10432878E-02     0.26045969E-18    -0.28184645E-05    -0.26045969E-18
     -0.10381131E-02     0.26548754E-18    -0.28151201E-05    -0.26548754E-18
     -0.10329746E-02     0.27486404E-18    -0.28117872E-05    -0.27486404E-18
     -0.10278720E-02     0.26589486E-18    -0.28084659E-05    -0.26589486E-18
     -0.10228049E-02     0.28254685E-18    -0.28051561E-05    -0.28254685E-18
     -0.10177730E-02     0.29432678E-18    -0.28018576E-05    -0.29432678E-18
     -0.10127761E-02     0.27870124E-18    -0.27985704E-05    -0.27870124E-18
     -0.10078138E-02     0.23739258E-18    -0.27952945E-05    -0.23739258E-18
     -0.10028858E-02     0.27177280E-18    -0.27920298E-05    -0.27177280E-18
     -0.99799189E-03     0.28334527E-18    -0.27887762E-05    -0.28334527E-18
     -0.99313176E-03     0.27278384E-18    -0.27855337E-05    -0.27278384E-18
     -0.98830512E-03     0.28467598E-18    -0.27823021E-05    -0.28467598E-18
     -0.98351168E-03     0.24844288E-18    -0.27790816E-05    -0.24844288E-18
     -0.97875118E-03     0.28006040E-18    -0.27758718E-05    -0.28006040E-18
     -0.97402333E-03     0.28392583E-18    -0.27726730E-05    -0.28392583E-18
     -0.96932787E-03     0.27788357E-18    -0.27694848E-05    -0.27788357E-18
     -0.96466452E-03     0.26046329E-18    -0.27663074E-05    -0.26046329E-18
     -0.96003303E-03     0.29317251E-18    -0.27631406E-05    -0.29317251E-18
     -0.95543312E-03     0.26660367E-18    -0.27599844E-05    -0.26660367E-18
     -0.95086454E-03     0.24366917E-18    -0.27568387E-05    -0.24366917E-18
     -0.94632703E-03     0.27604067E-18    -0.27537035E-05    -0.27604067E-18
     -0.94182034E-03     0.23983572E-18    -0.27505787E-05    -0.23983572E-18
     -0.93734421E-03     0.25586502E-18    -0.27474642E-05    -0.25586502E-18
     -0.93289840E-03     0.26435607E-18    -0.27443600E-05    -0.26435607E-18
     -0.92848266E-03     0.28600587E-18    -0.27412661E-05    -0.28600587E-18
     -0.92409674E-03     0.27684488E-18    -0.27381823E-05    -0.27684488E-18
     -0.91974040E-03     0.26385601E-18    -0.27351087E-05    -0.26385601E-18
     -0.91541341E-03     0.23947910E-18    -0.27320451E-05    -0.23947910E-18
     -0.91111552E-03     0.25830612E-18    -0.27289916E-05    -0.25830612E-18
     -0.90684651E-03     0.29541627E-18    -0.27259480E-05    -0.29541627E-18
     -0.90260614E-03     0.25304109E-18    -0.27229143E-05    -0.25304109E-18
     -0.89839418E-03     0.25664984E-18    -0.27198905E-05    -0.25664984E-18
     -0.89421041E-03     0.26007510E-18    -0.27168765E-05    -0.26007510E-18
     -0.89005460E-03     0.24429304E-18    -0.27138722E-05    -0.24429304E-18
     -0.88592655E-03     0.25966284E-18    -0.27108776E-05    -0.25966284E-18
     -0.88182604E-03     0.26898146E-18    -0.27078927E-05    -0.26898146E-18
     -0.87775286E-03     0.25843701E-18    -0.27049173E-05    -0.25843701E-18
     -0.87370681E-03     0.25895800E-18    -0.27019515E-05    -0.25895800E-18
     -0.86968766E-03     0.25070562E-18    -0.26989952E-05    -0.25070562E-18
     -0.86569519E-03     0.25146505E-18    -0.26960484E-05    -0.25146505E-18
     -0.86172920E-03     0.24528542E-18    -0.26931109E-05    -0.24528542E-18
     -0.85778947E-03     0.25472470E-18    -0.26901827E-05    -0.25472470E-18
     -0.85387578E-03     0.27645657E-18    -0.26872639E-05    -0.27645657E-18
     -0.84998792E-03     0.23144596E-18    -0.26843543E-05    -0.23144596E-18
     -0.84612568E-03     0.25376600E-18    -0.26814539E-05    -0.25376600E-18
     -0.84228887E-03     0.24555826E-18    -0.26785627E-05    -0.24555826E-18
     -0.83847727E-03     0.23260389E-18    -0.26756805E-05    -0.23260389E-18
     -0.83469068E-03     0.24176060E-18    -0.26728074E-05    -0.24176060E-18
     -0.83092891E-03     0.26523848E-18    -0.26699433E-05    -0.26523848E-18
     -0.82719177E-03     0.25499583E-18    -0.26670882E-05    -0.25499583E-18
     -0.82347907E-03     0.25393537E-18    -0.26642420E-05    -0.25393537E-18
     -0.81979061E-03     0.25969553E-18    -0.26614046E-05    -0.25969553E-18
     -0.81612621E-03     0.24017590E-18    -0.26585761E-05    -0.24017590E-18
     -0.81248569E-03     0.28020183E-18    -0.26557563E-05    -0.28020183E-18
     -0.80886888E-03     0.25669995E-18    -0.26529453E-05    -0.25669995E-18
     -0.80527558E-03     0.28314366E-18    -0.26501429E-05    -0.28314366E-18
     -0.80170563E-03     0.23828781E-18    -0.26473492E-05    -0.23828781E-18
     -0.79815886E-03     0.24062928E-18    -0.26445641E-05    -0.24062928E-18
     -0.79463509E-03     0.25133917E-18    -0.26417876E-05    -0.25133917E-18
     -0.79113416E-03     0.27906698E-18    -0.26390195E-05    -0.27906698E-18
     -0.78765590E-03     0.25078577E-18    -0.26362600E-05    -0.25078577E-18
     -0.78420015E-03     0.26648709E-18    -0.26335088E-05    -0.26648709E-18
     -0.78076674E-03     0.25770786E-18    -0.26307661E-05    -0.25770786E-18
     -0.77735552E-03     0.24960585E-18    -0.26280316E-05    -0.24960585E-18
     -0.77396632E-03     0.25792554E-18    -0.26253055E-05    -0.25792554E-18
     -0.77059899E-03     0.22853899E-18    -0.26225876E-05    -0.22853899E-18
     -0.76725338E-03     0.22102249E-18    -0.26198779E-05    -0.22102249E-18
     -0.76392933E-03     0.22555385E-18    -0.26171765E-05    -0.22555385E-18
     -0.76062669E-03     0.22358238E-18    -0.26144831E-05    -0.22358238E-18
     -0.75734531E-03     0.22910863E-18    -0.26117978E-05    -0.22910863E-18
     -0.75408504E-03     0.25037056E-18    -0.26091206E-05    -0.25037056E-18
     -0.75084574E-03     0.22208452E-18    -0.26064514E-05    -0.22208452E-18
     -0.74762725E-03     0.22485844E-18    -0.26037902E-05    -0.22485844E-18
     -0.74442944E-03     0.26488651E-18    -0.26011369E-05    -0.26488651E-18
     -0.74125215E-03     0.24749548E-18    -0.25984915E-05    -0.24749548E-18
     -0.73809526E-03     0.24385115E-18    -0.25958539E-05    -0.24385115E-18
     -0.73495862E-03     0.24031717E-18    -0.25932242E-05    -0.24031717E-18
     -0.73184209E-03     0.25119847E-18    -0.25906022E-05    -0.25119847E-18
     -0.72874553E-03     0.21719858E-18    -0.25879880E-05    -0.21719858E-18
     -0.72566882E-03     0.20826066E-18    -0.25853815E-05    -0.20826066E-18
     -0.72261181E-03     0.23181300E-18    -0.25827826E-05    -0.23181300E-18
     -0.71957437E-03     0.24784186E-18    -0.25801914E-05    -0.24784186E-18
     -0.71655637E-03     0.25123075E-18    -0.25776078E-05    -0.25123075E-18
     -0.71355769E-03     0.21989285E-18    -0.25750317E-05    -0.21989285E-18
     -0.71057818E-03     0.22050441E-18    -0.25724631E-05    -0.22050441E-18
     -0.70761773E-03     0.22637366E-18    -0.25699020E-05    -0.22637366E-18
     -0.70467621E-03     0.23299693E-18    -0.25673484E-05    -0.23299693E-18
     -0.70175348E-03     0.25226485E-18    -0.25648022E-05    -0.25226485E-18
     -0.69884944E-03     0.22171340E-18    -0.25622633E-05    -0.22171340E-18
     -0.69596395E-03     0.22241074E-18    -0.25597318E-05    -0.22241074E-18
     -0.69309690E-03     0.22915787E-18    -0.25572076E-05    -0.22915787E-18
     -0.69024816E-03     0.22508118E-18    -0.25546906E-05    -0.22508118E-18
     -0.68741761E-03     0.21787047E-18    -0.25521809E-05    -0.21787047E-18
     -0.68460515E-03     0.22500173E-18    -0.25496784E-05    -0.22500173E-18
     -0.68181066E-03     0.23364274E-18    -0.25471830E-05    -0.23364274E-18
     -0.67903402E-03     0.21471055E-18    -0.25446948E-05    -0.21471055E-18
     -0.67627511E-03     0.21760188E-18    -0.25422136E-05    -0.21760188E-18
     -0.67353384E-03     0.19632047E-18    -0.25397396E-05    -0.19632047E-18
     -0.67081008E-03     0.24144414E-18    -0.25372725E-05    -0.24144414E-18
     -0.66810373E-03     0.20575480E-18    -0.25348125E-05    -0.20575480E-18
     -0.66541468E-03     0.22080454E-18    -0.25323594E-05    -0.22080454E-18
     -0.66274283E-03     0.23117500E-18    -0.25299132E-05    -0.23117500E-18
     -0.66008806E-03     0.18808330E-18    -0.25274740E-05    -0.18808330E-18
