 time (s)      vol               zflux              zinfl               zrain 
    884.0    -0.70724355E-03    -0.70724355E-03     0.00000000E+00     0.00000000E+00
    885.0    -0.70431829E-03    -0.70431829E-03     0.00000000E+00     0.00000000E+00
    886.0    -0.70141170E-03    -0.70141170E-03     0.00000000E+00     0.00000000E+00
    887.0    -0.69852368E-03    -0.69852368E-03     0.00000000E+00     0.00000000E+00
    888.0    -0.69565410E-03    -0.69565410E-03     0.00000000E+00     0.00000000E+00
    889.0    -0.69280285E-03    -0.69280285E-03     0.00000000E+00     0.00000000E+00
    890.0    -0.68996980E-03    -0.68996980E-03     0.00000000E+00     0.00000000E+00
    891.0    -0.68715483E-03    -0.68715483E-03     0.00000000E+00     0.00000000E+00
    892.0    -0.68435784E-03    -0.68435784E-03     0.00000000E+00     0.00000000E+00
    893.0    -0.68157871E-03    -0.68157871E-03     0.00000000E+00     0.00000000E+00
    894.0    -0.67881733E-03    -0.67881733E-03     0.00000000E+00     0.00000000E+00
    895.0    -0.67607358E-03    -0.67607358E-03     0.00000000E+00     0.00000000E+00
    896.0    -0.67334735E-03    -0.67334735E-03     0.00000000E+00     0.00000000E+00
    897.0    -0.67063854E-03    -0.67063854E-03     0.00000000E+00     0.00000000E+00
    898.0    -0.66794704E-03    -0.66794704E-03     0.00000000E+00     0.00000000E+00
    899.0    -0.66527274E-03    -0.66527274E-03     0.00000000E+00     0.00000000E+00
    900.0    -0.66261554E-03    -0.66261554E-03     0.00000000E+00     0.00000000E+00
